column1,camis,violation_code,violation_description,action,score,inspection_type,grade,grade_date,inspection_date,critical_flag,record_date
13918,41636395,22E,ROP processing equipment not approved by DOHMH.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2019-06-21 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13919,40553657,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,0,Cycle Inspection / Re-inspection,A,2022-02-03 00:00:00.0000000,2022-02-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13920,50119336,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,11,Pre-permit (Operational) / Re-inspection,A,2022-04-22 00:00:00.0000000,2022-04-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13921,41191334,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,8,Cycle Inspection / Re-inspection,A,2022-03-02 00:00:00.0000000,2022-03-02 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
52403,41631713,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,21,Cycle Inspection / Initial Inspection,N,NULL,2020-02-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13922,50051701,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Violations were cited in the following area(s).,23,Cycle Inspection / Initial Inspection,NULL,NULL,2020-02-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13923,50081776,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,7,Cycle Inspection / Initial Inspection,A,2022-05-10 00:00:00.0000000,2022-05-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13924,50091598,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,29,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2020-01-09 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13925,40844457,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,59,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13926,50064240,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,21,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-05 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13927,41563537,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,26,Cycle Inspection / Re-inspection,B,2019-01-14 00:00:00.0000000,2019-01-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13928,40550155,04E,"Toxic chemical improperly labeled, stored or used such that food contamination may occur.",Violations were cited in the following area(s).,36,Cycle Inspection / Initial Inspection,NULL,NULL,2019-02-21 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13929,41686653,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,29,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-08 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13930,41232292,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2020-01-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13931,50082192,20F,Current letter grade sign not posted.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Re-inspection,NULL,NULL,2020-01-28 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13932,41614202,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2016-10-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13933,41706664,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2020-01-06 00:00:00.0000000,2020-01-06 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13934,40535336,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2020-03-05 00:00:00.0000000,2020-03-05 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13935,50006461,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,23,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13936,41701489,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,18,Cycle Inspection / Re-inspection,B,2019-07-27 00:00:00.0000000,2019-07-27 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13937,50012743,02B,Hot food item not held at or above 140º F.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,79,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-31 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13938,50013049,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,24,Inter-Agency Task Force / Initial Inspection,NULL,NULL,2019-06-01 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13939,41591687,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Violations were cited in the following area(s).,32,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13940,50099569,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,51,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2019-10-24 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13941,41278885,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,27,Cycle Inspection / Initial Inspection,NULL,NULL,2022-02-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13942,50110033,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Violations were cited in the following area(s).,40,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13943,50064285,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,26,Cycle Inspection / Re-inspection,B,2022-05-09 00:00:00.0000000,2022-05-09 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13944,50001945,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,25,Cycle Inspection / Initial Inspection,NULL,NULL,2022-03-17 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13945,50080423,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,2,Cycle Inspection / Re-inspection,A,2019-07-08 00:00:00.0000000,2019-07-08 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13946,50060784,05A,Sewage disposal system improper or unapproved.,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,85,Cycle Inspection / Initial Inspection,NULL,NULL,2019-10-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13947,50080540,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Violations were cited in the following area(s).,17,Cycle Inspection / Initial Inspection,NULL,NULL,2020-01-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13948,50047261,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,9,Cycle Inspection / Re-inspection,A,2017-01-26 00:00:00.0000000,2017-01-26 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13949,41401794,NULL,NULL,No violations were recorded at the time of this inspection.,0,Cycle Inspection / Initial Inspection,A,2018-06-05 00:00:00.0000000,2018-06-05 00:00:00.0000000,Not Applicable,2022-08-27 06:00:12.0000000
13951,41600159,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2021-08-25 00:00:00.0000000,2021-08-25 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13952,50076740,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-26 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13953,41573739,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,7,Cycle Inspection / Re-inspection,A,2018-01-25 00:00:00.0000000,2018-01-25 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13954,41685596,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,48,Cycle Inspection / Initial Inspection,NULL,NULL,2022-02-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13955,41092640,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2019-09-24 00:00:00.0000000,2019-09-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13956,50059272,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Violations were cited in the following area(s).,27,Cycle Inspection / Initial Inspection,NULL,NULL,2022-08-02 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13957,40383033,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,19,Cycle Inspection / Initial Inspection,NULL,NULL,2018-01-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13958,50009767,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Violations were cited in the following area(s).,37,Cycle Inspection / Initial Inspection,NULL,NULL,2022-08-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13959,50010736,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13960,40384340,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,13,Cycle Inspection / Initial Inspection,A,2022-02-16 00:00:00.0000000,2022-02-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13961,41617392,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2021-09-09 00:00:00.0000000,2021-09-09 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13962,50053083,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,27,Cycle Inspection / Initial Inspection,NULL,NULL,2020-03-02 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13988,41543374,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,28,Cycle Inspection / Initial Inspection,NULL,NULL,2019-08-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13963,50071532,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,5,Cycle Inspection / Initial Inspection,A,2019-04-10 00:00:00.0000000,2019-04-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13964,50110159,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,12,Pre-permit (Operational) / Re-inspection,A,2022-01-20 00:00:00.0000000,2022-01-20 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13965,40364305,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2019-12-11 00:00:00.0000000,2019-12-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13966,50070809,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2018-12-31 00:00:00.0000000,2018-12-31 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13967,50102673,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,50,Pre-permit (Operational) / Second Compliance Inspection,NULL,NULL,2022-07-28 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13968,50037940,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,19,Cycle Inspection / Re-inspection,Z,2022-08-23 00:00:00.0000000,2022-08-23 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13969,50043523,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2018-10-27 00:00:00.0000000,2018-10-27 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13970,50081058,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2020-02-10 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13971,50114438,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Violations were cited in the following area(s).,52,Pre-permit (Operational) / Initial Inspection,N,NULL,2022-08-15 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13972,41492701,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2020-02-04 00:00:00.0000000,2020-02-04 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13973,50100486,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.",Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Re-inspection,NULL,NULL,2020-01-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13974,50053135,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,5,Cycle Inspection / Initial Inspection,NULL,NULL,2017-07-06 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13975,50071524,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2019-11-07 00:00:00.0000000,2019-11-07 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13976,40398688,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,70,Cycle Inspection / Re-inspection,C,2019-10-11 00:00:00.0000000,2019-10-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13977,50008956,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2019-05-29 00:00:00.0000000,2019-05-29 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13978,50090601,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,36,Cycle Inspection / Initial Inspection,NULL,NULL,2022-06-01 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13979,40368313,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2022-01-10 00:00:00.0000000,2022-01-10 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13980,41274605,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,25,Cycle Inspection / Initial Inspection,NULL,NULL,2018-08-03 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13981,50047261,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,17,Cycle Inspection / Re-inspection,B,2019-08-22 00:00:00.0000000,2019-08-22 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13982,50090750,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2020-02-12 00:00:00.0000000,2020-02-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13983,50043497,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2019-10-16 00:00:00.0000000,2019-10-16 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13984,50098495,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Violations were cited in the following area(s).,61,Cycle Inspection / Initial Inspection,NULL,NULL,2022-05-17 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13985,50048150,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2022-03-24 00:00:00.0000000,2022-03-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13986,50058252,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,20,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-18 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13987,41222832,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Violations were cited in the following area(s).,14,Cycle Inspection / Re-inspection,B,2018-04-03 00:00:00.0000000,2018-04-03 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13989,50059826,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,12,Cycle Inspection / Initial Inspection,A,2022-03-23 00:00:00.0000000,2022-03-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13990,41528086,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2018-11-26 00:00:00.0000000,2018-11-26 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13991,50091776,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,45,Pre-permit (Operational) / Initial Inspection,NULL,NULL,2019-08-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13992,50048052,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,12,Cycle Inspection / Re-inspection,A,2020-02-04 00:00:00.0000000,2020-02-04 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13993,50074986,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Violations were cited in the following area(s).,21,Cycle Inspection / Initial Inspection,NULL,NULL,2022-07-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13994,50053059,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Violations were cited in the following area(s).,46,Cycle Inspection / Initial Inspection,NULL,NULL,2021-12-15 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13995,50078829,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2022-02-15 00:00:00.0000000,2022-02-15 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13996,41722059,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Violations were cited in the following area(s).,24,Cycle Inspection / Initial Inspection,NULL,NULL,2019-05-16 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13997,50082412,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2020-01-21 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
13998,50059989,02B,Hot food item not held at or above 140º F.,Violations were cited in the following area(s).,11,Cycle Inspection / Initial Inspection,A,2020-02-07 00:00:00.0000000,2020-02-07 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
13999,50123073,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Violations were cited in the following area(s).,95,Pre-permit (Operational) / Re-inspection,Z,2022-08-19 00:00:00.0000000,2022-08-19 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14000,41458001,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Violations were cited in the following area(s).,5,Cycle Inspection / Re-inspection,A,2017-07-11 00:00:00.0000000,2017-07-11 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14001,50007955,04A,Food Protection Certificate not held by supervisor of food operations.,Violations were cited in the following area(s).,22,Cycle Inspection / Re-inspection,B,2018-03-24 00:00:00.0000000,2018-03-24 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14002,50001633,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,9,Cycle Inspection / Initial Inspection,A,2019-03-25 00:00:00.0000000,2019-03-25 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14003,50058196,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Violations were cited in the following area(s).,2,Inter-Agency Task Force / Initial Inspection,NULL,NULL,2018-08-11 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14004,50064456,10H,Proper sanitization not provided for utensil ware washing operation.,Violations were cited in the following area(s).,10,Cycle Inspection / Initial Inspection,A,2019-10-12 00:00:00.0000000,2019-10-12 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14005,40798329,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Violations were cited in the following area(s).,10,Cycle Inspection / Re-inspection,A,2016-06-14 00:00:00.0000000,2016-06-14 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14006,50099022,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Violations were cited in the following area(s).,48,Cycle Inspection / Initial Inspection,NULL,NULL,2022-08-23 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14007,50104818,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Violations were cited in the following area(s).,26,Pre-permit (Operational) / Initial Inspection,N,NULL,2021-07-19 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14008,50110093,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Violations were cited in the following area(s).,NULL,Administrative Miscellaneous / Initial Inspection,NULL,NULL,2021-10-15 00:00:00.0000000,Not Critical,2022-08-27 06:00:12.0000000
14009,50081437,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Violations were cited in the following area(s).,35,Cycle Inspection / Initial Inspection,NULL,NULL,2019-12-13 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
14010,50046199,06F,Wiping cloths soiled or not stored in sanitizing solution.,Violations were cited in the following area(s).,31,Cycle Inspection / Initial Inspection,NULL,NULL,2019-06-12 00:00:00.0000000,Critical,2022-08-27 06:00:12.0000000
