column1,camis,dba,boro,building,street,zipcode,phone,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,cuisine_description
228129,41159801,BUDDAKAN,Manhattan,75,9 AVENUE,10011,2129896699,40.74187088012695,-74.00471496582031,104,03,8300,1012541,1007130001,MN13,Asian/Asian Fusion
242563,41160010,CHEFFY TWO RESTAURANT,Bronx,4759B,WHITE PLAINS ROAD,10470,7189946532,40.904884338378906,-73.8496322631836,212,11,41400,2100095,2051070010,BX62,Caribbean
231514,41160076,JADIS RESTAURANT,Manhattan,42,RIVINGTON STREET,10002,2122541675,40.72088623046875,-73.99103546142578,103,01,3601,1005611,1004210078,MN27,French
240288,41160209,PAPA JOHN'S,Brooklyn,1016,CONEY ISLAND AVENUE,11230,7183387272,40.63280487060547,-73.96693420410156,314,40,48200,3128199,3054290020,BK42,Pizza
238635,41160375,REGGIANO'S II,Staten Island,4126,HYLAN BOULEVARD,10308,3475624450,40.539093017578125,-74.14868927001953,503,51,15603,5068320,5053100007,SI54,Italian
245976,41160851,APPLEBEE'S,Brooklyn,1360,FULTON STREET,11216,7189438000,40.680179595947266,-73.94593048095703,303,36,24700,3329709,3018620001,BK61,American
246137,41160885,HOP LEE RESTAURANT,Manhattan,16,MOTT STREET,10013,2129626475,40.71414566040039,-73.99873352050781,103,01,2900,1001686,1001620009,MN27,Chinese
239609,41161344,GOTTA GETTA BAGEL OF QUEENS,Queens,10709,71 AVENUE,11375,7187931640,40.720394134521484,-73.84465026855469,406,29,71100,4077493,4032390023,QN17,Bagels/Pretzels
234761,41161346,LE BASKET,Manhattan,683,BROADWAY,10012,2124209772,40.7279052734375,-73.99468231201172,102,01,5501,1008629,1005357501,MN23,American
185070,41161770,BRIDGE COFFEE SHOP,Brooklyn,73,BRIDGE STREET,11201,7187970825,40.70220947265625,-73.98470306396484,302,33,2100,3000143,3000550011,BK38,Spanish
210456,41162227,TEA SHOP 168 & BAKERY,Queens,59-20,MAIN STREET,11355,7184600689,40.743648529052734,-73.82565307617188,407,20,80301,4139669,4063810043,QN62,Chinese
239636,41162683,DUNKIN,Brooklyn,1427,LINDEN BOULEVARD,11212,7183856338,40.65470886230469,-73.9071044921875,316,42,92200,3000000,3036340157,BK81,Donuts
243145,41162796,ABC KITCHEN,Manhattan,35,EAST   18 STREET,10003,2124755829,40.73765563964844,-73.98978424072266,105,02,5200,1080754,1008470027,MN13,American
188436,41162842,A&A GOURMET,Queens,188-09,UNION TURNPIKE,11366,7184680903,40.72926330566406,-73.78097534179688,408,23,133300,4155063,4072050033,QN41,Jewish/Kosher
238597,41163019,ABILENE,Brooklyn,442,COURT STREET,11231,7185226900,40.678924560546875,-73.99756622314453,306,39,6500,3005293,3003660030,BK33,American
187545,41163097,TIPPIN INN,Queens,3413,BROADWAY,11106,7187280489,40.76076126098633,-73.92279815673828,401,22,6100,4008997,4006240103,QN70,American
247383,41163307,TAQUERIA SAN PEDRO,Manhattan,3662,BROADWAY,10031,2124912644,40.83040237426758,-73.9475326538086,109,07,23700,1062176,1020830001,MN04,Mexican
234893,41163308,LOS POLLITOS III,Brooklyn,499,MYRTLE AVENUE,11205,7186366125,40.69350814819336,-73.9651107788086,302,35,19100,3054520,3018910077,BK69,Mexican
231353,41163361,ANGIE'S CAFE PIZZA,Bronx,2559,3 AVENUE,10451,7182923606,40.811302185058594,-73.92709350585938,201,08,5100,2000951,2023330025,BX39,Pizza
238940,41163474,MIRIAM,Brooklyn,79,5 AVENUE,11217,7186222250,40.68025207519531,-73.97784423828125,306,39,12902,3018855,3009380010,BK37,Mediterranean
202229,41163622,POPEYES,Manhattan,601,WEST  191 STREET,10040,2127953614,40.85563659667969,-73.92935180664062,112,10,27900,1064029,1021690034,MN35,Chicken
234720,41164203,U & I RESTAURANT,Brooklyn,4409,18 AVENUE,11204,7184357332,40.63063430786133,-73.97736358642578,312,44,47600,3128729,3054390043,BK88,American
240972,41164361,BEST ITALIAN PIZZA,Bronx,200-202,EAST FORDHAM ROAD,10458,7185625806,40.862403869628906,-73.89678192138672,205,15,23702,2013600,2031530009,BX05,Pizza
233825,41164472,RESTAURANTE ECUATORIANO GENESIS,Manhattan,538,WEST  207 STREET,10034,2129421222,40.86554718017578,-73.91985321044922,112,10,29300,1064779,1022220017,MN01,Latin American
242160,41164644,DEE'S RESTAURANT,Queens,10723,METROPOLITAN AVENUE,11375,7187937553,40.709571838378906,-73.8453140258789,406,29,73100,4078418,4032770070,QN17,Italian
241645,41164650,BUENOS AIRES,Manhattan,513,EAST    6 STREET,10009,2122282775,40.72523880004883,-73.98340606689453,103,02,3200,1005113,1004020059,MN22,Spanish
239844,41164678,NIOS RESTAURANT,Manhattan,130,WEST   46 STREET,10036,2124852400,40.75780487060547,-73.98328399658203,105,04,11900,1022645,1009980047,MN17,American
200151,41164822,KARAOKE DUET 35,Manhattan,5355,WEST   35 STREET,NULL,6464730826,0,0,NULL,NULL,NULL,NULL,1,NULL,Other
238793,41164840,LA TRAVIATA PIZZA,Manhattan,101,WEST   68 STREET,10023,2127211101,40.774940490722656,-73.9808578491211,107,06,15300,1028939,1011400029,MN14,Pizza
233030,41165199,3 WAY RESTAURANT,Bronx,384,EAST  188 STREET,10458,7182959595,40.860023498535156,-73.89356231689453,205,15,39902,2011060,2030250013,BX05,Latin American
246887,41165361,BLT STEAK,Manhattan,106,EAST   57 STREET,10022,2127527470,40.76137161254883,-73.97023010253906,105,04,11203,1036897,1013110065,MN19,Steakhouse
238243,41165717,POLLOS A LA BRASA MARION,Queens,69-01,ROOSEVELT AVENUE,11377,7187798100,40.7463493347168,-73.89619445800781,402,26,26300,4029696,4012820001,QN63,Latin American
218535,41165980,ZIBETTO ESPRESSO BAR,Manhattan,1385,6 AVENUE,10019,6467094314,40.763851165771484,-73.97754669189453,105,04,13700,1023456,1010090029,MN17,Coffee/Tea
223351,41166072,QUIJOTE,Queens,3106,36 AVENUE,11106,9293076007,40.75649642944336,-73.92960357666016,401,26,5100,4007902,4006000028,QN68,Latin American
236163,41166360,TANTRA LOUNGE,Queens,3550,31 STREET,11106,7189374574,40.75733947753906,-73.92914581298828,401,26,5300,4007997,4006030045,QN70,Latin American
218901,41166368,TUTTO L'ITALIANO,Staten Island,141,EAST SERVICE ROAD,10314,7184772695,40.588775634765625,-74.19257354736328,502,50,29102,5134938,5026380060,SI05,Pizza
238715,41166704,MAESTRO CATERERS,Bronx,1703,BRONXDALE AVENUE,10462,7187928844,40.84539031982422,-73.85872650146484,211,13,23800,2087702,2040450029,BX37,American
228128,41166868,SANGRIA TAPAS BAR & RESTAURANT,Queens,9541,SUTPHIN BOULEVARD,11435,7182917488,40.698204040527344,-73.80632781982422,412,28,20800,4214514,4100270023,QN61,Spanish
233530,41166881,5 ESTRELLA BAKERY,Manhattan,3861,BROADWAY,10032,2127955000,40.836647033691406,-73.9429931640625,112,07,24500,1063352,1021370018,MN36,Bakery Products/Desserts
241985,41166903,"PITA PRESS, CEDAR LOCAL",Manhattan,25,CEDAR STREET,10005,2123449737,40.70697021484375,-74.008056640625,101,01,700,1001015,1000420031,MN25,Greek
228700,41167181,BRIDIES BAR AND GRILL,Queens,63-28,WOODHAVEN BOULEVARD,11374,7184268580,40.72371292114258,-73.86868286132812,405,30,67900,4069611,4029990017,QN21,American
183936,41167352,THE COOKIE HOUSE,Brooklyn,5328,KINGS PLAZA CENTER,11234,7182526483,40.61099624633789,-73.9206314086914,318,46,69800,3326830,3084700055,BK45,Bagels/Pretzels
207786,41167732,GRIN AFRICAN AMERICAN RESTAURANT,Bronx,454,EAST  168 STREET,10456,7182928764,40.83159255981445,-73.90752410888672,203,16,14500,2001601,2023890026,BX01,African
214245,41167764,DUNKIN,Brooklyn,352,GRAHAM AVENUE,11211,7183847640,40.71482849121094,-73.94441986083984,301,34,49700,3068749,3027600003,BK90,Donuts
234105,41168057,RISTORANTE GRIFONE,Manhattan,244,EAST   46 STREET,10017,2124907275,40.75286865234375,-73.97154998779297,106,04,9000,1037592,1013190030,MN19,Italian
204170,41168098,HORUS CAFE,Manhattan,293,EAST   10 STREET,10009,2122284774,40.727699279785156,-73.98187255859375,103,02,3400,1077612,1004040059,MN22,Mediterranean
241550,41168101,CAFE MUSCAT,Queens,17805,UNION TURNPIKE,11366,7185914060,40.72636413574219,-73.78984069824219,408,24,133900,4154680,4071910047,QN41,Jewish/Kosher
228928,41168107,GOTHAM COMEDY CLUB,Manhattan,208,WEST   23 STREET,10011,2123679000,40.74433135986328,-73.9962387084961,104,03,9100,1014129,1007720056,MN13,American
217807,41168203,BENTO SUSHI,Manhattan,173,BROADWAY,10007,2124378744,40.70988082885742,-74.00993347167969,101,01,1300,1001079,1000630021,MN25,Japanese
233230,41168216,BENTO NOUVEAU,Manhattan,32,BROADWAY,10004,2127470994,40.70603942871094,-74.01309967041016,101,01,900,1078979,1000220017,MN25,Japanese
225342,41168300,ORIGINAL NAPOLI'S PIZZA,Brooklyn,594,CRESCENT STREET,11208,7188279734,40.67340087890625,-73.86952209472656,305,42,119600,3095489,3042510045,BK82,Pizza
227493,41168644,TETE-A-TETE,Brooklyn,2601,EAST   14 STREET,11235,7186760783,40.58782958984375,-73.95524597167969,315,48,60600,3389066,3074590001,BK17,Russian
164490,41168748,DUNKIN,Bronx,880,GARRISON AVENUE,10474,7188614171,40.81675338745117,-73.89236450195312,202,17,9300,2098685,2027390001,BX27,Donuts
231836,41168754,KELLARI TAVERNA,Manhattan,19,WEST   44 STREET,10036,2122210144,40.75516128540039,-73.98082733154297,105,04,9600,1034224,1012600024,MN17,Greek
233640,41168758,ROYAL CUCINA,Staten Island,1352,HYLAN BOULEVARD,10305,7189875771,40.59563064575195,-74.08596801757812,502,50,7000,5049477,5033460027,SI36,American
234899,41168952,STARBUCKS,Manhattan,110,PEARL STREET,10005,2124826530,40.70456314086914,-74.00936126708984,101,01,700,1000859,1000310001,MN25,Coffee/Tea
225301,41169052,DAVE & BUSTER'S,Manhattan,234,WEST   42 STREET,10036,6464952015,40.75674057006836,-73.98865509033203,105,03,11300,1024665,1010130012,MN17,American
243188,41169084,THINK COFFEE,Manhattan,248,MERCER STREET,10012,9174703767,40.728275299072266,-73.99549865722656,102,01,5501,1008629,1005357501,MN23,Coffee/Tea
245452,41169143,NOMAD,Manhattan,78,2 AVENUE,10003,2122535410,40.7264404296875,-73.98921966552734,103,02,3800,1006201,1004460004,MN22,Moroccan
157585,41169421,CAFFE BORBONE,Queens,25-07,STEINWAY STREET,11103,7187771023,40.767574310302734,-73.91197967529297,401,22,14300,4011433,4006840142,QN70,Coffee/Tea
223810,41169478,STAR MOUNTAIN COFFEE,Queens,141,JFK INTERNATIONAL AIRPORT,11430,7185536787,40.65799331665039,-73.80828857421875,483,28,71600,4542275,4142600001,QN98,American
247527,41169770,DUNKIN,Brooklyn,2926,AVENUE I,11210,7182525349,40.62907791137695,-73.94799041748047,314,45,75000,3207035,3075930050,BK43,Donuts
247793,41169998,"TONY'S PIZZA, JERK CHICKEN AND FISH",Brooklyn,312,UTICA AVENUE,11213,7187744440,40.667354583740234,-73.93126678466797,309,35,35100,3037766,3014020044,BK61,Caribbean
243796,41170072,EL VINCENTINO RESTAURANTE SALVADORENO,Queens,4337,162 STREET,11358,7188867825,40.758331298828125,-73.80425262451172,407,20,119300,4122410,4054200015,QN52,Latin American
243457,41171181,169 BAR,Manhattan,169,EAST BROADWAY,10002,9175772077,40.714073181152344,-73.98981475830078,103,01,600,1003625,1002840026,MN28,American
244542,41171216,EAST SIDE BILLIARD,Manhattan,163,EAST   86 STREET,10028,2128317665,40.77922821044922,-73.95494079589844,108,05,14802,1047959,1015150029,MN40,American
247276,41171220,ESCOLAS,Queens,32-04,36 AVENUE,11106,7184827461,40.75613021850586,-73.92881774902344,401,26,5500,4007948,4006010132,QN68,Latin American
179303,41171542,NATIONAL BAKERY,Bronx,767,ALLERTON AVENUE,10467,7186533870,40.86548614501953,-73.86478424072266,211,15,33800,2053699,2045110061,BX07,Czech
202667,41171815,G'S CANDY STORE COFFEE SHOP,Manhattan,634,WEST  207 STREET,10034,2127420679,40.868309020996094,-73.92162322998047,112,10,29500,1064982,1022410014,MN01,American
221961,41171890,ROYAL CROWN BAKERY CAFE,Staten Island,1350,HYLAN BOULEVARD,10305,7186680284,40.59566116333008,-74.08595275878906,502,50,7000,5049478,5033460028,SI36,Bakery Products/Desserts
204418,41172425,EL POLLO RESTAURANT AND BAR,Staten Island,558560,RICHMOND ROAD,NULL,7188154928,0,0,NULL,NULL,NULL,NULL,5,NULL,Latin American
228922,41172507,CARVE UNIQUE SANDWICHES,Manhattan,760,8 AVENUE,10036,2127304949,40.760108947753906,-73.9876708984375,105,03,12500,1024748,1010180061,MN17,Sandwiches
208879,41172527,SABRY'S SEAFOOD RESTAURANT,Queens,2425,STEINWAY STREET,11103,7187219010,40.768577575683594,-73.9111557006836,401,22,14100,4011501,4006860007,QN70,Seafood
223896,41172564,PALO SANTO,Brooklyn,652,UNION STREET,11215,7186366311,40.67695999145508,-73.98193359375,306,39,13300,3020052,3009550024,BK37,Latin American
240826,41172672,WENG'S PALACE,Manhattan,304,WEST   40 STREET,10018,2128686868,40.75614929199219,-73.99124145507812,104,03,11500,1082926,1007630044,MN15,Chinese
235369,41172734,JUNIOR'S RESTAURANT,Manhattan,1515,BROADWAY,10036,2123022000,40.75762939453125,-73.98580169677734,105,03,11900,1024714,1010160036,MN17,American
198706,41172740,MORGAN LIBRARY,Manhattan,29,EAST   36 STREET,10016,2126850008,40.74892807006836,-73.98172760009766,106,04,8200,1017181,1008660025,MN20,American
212881,41172921,BODY BY BROOKLYN,Brooklyn,275,PARK AVENUE,11205,7189239400,40.696006774902344,-73.96755981445312,302,35,54300,3054140,3018740001,BK99,American
237445,41172924,FORT HAMILTON DINER,Brooklyn,9502,FOURTH AVENUE,11209,7182385151,40.61589431762695,-74.03115844726562,310,43,5400,3155603,3061170032,BK31,American
234801,41173179,LA RONDINE PIZZA,Queens,12038,QUEENS BOULEVARD,11415,7187932556,40.713409423828125,-73.82886505126953,409,29,21600,4080151,4033580013,QN60,Pizza
235364,41173219,CHEOGOD.ZIP,Queens,16024,NORTHERN BOULEVARD,11358,7184450806,40.762779235839844,-73.80523681640625,407,20,117100,4120448,4053350061,QN51,Korean
245291,41173328,DALLAS BBQ,Manhattan,241,WEST   42 STREET,10036,2122219000,40.75680160522461,-73.98876190185547,105,03,11900,1087142,1010140001,MN17,Barbecue
157385,41173497,KAZUZA,Manhattan,107,AVENUE A,10009,2125059300,40.72590255737305,-73.98365020751953,103,02,3200,1005792,1004347504,MN22,Middle Eastern
240125,41174075,PYZA RESTAURANT,Brooklyn,118,NASSAU AVENUE,11222,7183498829,40.72439193725586,-73.94886779785156,301,33,57100,3066829,3026820002,BK76,Polish
170494,41174270,DUNKIN,Queens,11602,METROPOLITAN AVENUE,11418,7184418006,40.70750427246094,-73.83605194091797,409,29,13400,4079250,4033210001,QN60,Donuts
246508,41174286,DUNKIN,Queens,12074,QUEENS BOULEVARD,11415,7185444040,40.713008880615234,-73.82787322998047,409,29,21600,4312090,4033587501,QN60,Donuts
239535,41174287,DUNKIN,Queens,6120,FRESH MEADOW LANE,11365,7184635819,40.737586975097656,-73.79583740234375,408,24,122300,4149064,4069010042,QN38,Donuts
217065,41174549,CAFE Y ALGO MAS,Queens,9813,ASTORIA BOULEVARD,11369,7182050450,40.76229476928711,-73.87113189697266,403,21,36700,4543516,4013720049,QN27,Bakery Products/Desserts
245392,41174643,ELSA LA REINA DEL CHICHARRON 3,Bronx,1A,EAST  183 STREET,10453,7182957383,40.85866165161133,-73.90354919433594,205,14,23900,2014080,2031870001,BX40,Latin American
220577,41174947,LUNA'S RESTAURANT,Queens,4313,BROADWAY,11103,7189326631,40.75775909423828,-73.91641235351562,401,26,15300,4011832,4006930003,QN70,Mexican
205983,41175258,"DUNKIN', BASKIN ROBBINS",Queens,6158,SPRINGFIELD BOULEVARD,11364,7183571273,40.7487678527832,-73.75655364990234,411,23,136700,4162215,4076100040,QN42,Donuts
225563,41175260,"DUNKIN', BASKIN ROBBINS",Queens,16822,UNION TURNPIKE,11366,7185916616,40.72301483154297,-73.7999267578125,408,24,126700,4152120,4070190007,QN38,Donuts
247300,41175261,DUNKIN,Queens,25609,UNION TURNPIKE,11004,7183433611,40.74565124511719,-73.71455383300781,413,23,155102,4440956,4085130002,QN44,Donuts
190345,41175262,"DUNKIN',' BASKIN ROBBINS",Queens,3549,FRANCIS LEWIS BOULEVARD,11358,7188865279,40.763427734375,-73.78659057617188,411,19,113300,NULL,4,QN46,Donuts
227495,41175577,MARIO'S PIZZERIA,Brooklyn,222,HOYT STREET,11217,7189389180,40.68355178833008,-73.98983764648438,306,33,6900,NULL,3,BK38,Pizza
164210,41175648,TRINITY PLACE BAR & RESTAURANT,Manhattan,115,BROADWAY,10006,2129640939,40.70862579345703,-74.01099395751953,101,01,1300,1001030,1000500001,MN25,American
219978,41175816,DUNKIN,Queens,21911,HILLSIDE AVENUE,11427,7187768609,40.729557037353516,-73.74505615234375,413,23,55200,4228971,4106890016,QN34,Donuts
194785,41175823,DUNKIN,Queens,21816,JAMAICA AVENUE,11428,7182170688,40.717979431152344,-73.73668670654297,413,27,56800,4310702,4107710017,QN34,Donuts
240812,41175984,TASTE OF DOLLY'S PIZZERIA & RESTAURANT,Queens,40-07,111 STREET,11368,7185651420,40.75143814086914,-73.85575866699219,404,21,39900,4049888,4020130001,QN25,Pizza
244758,41176037,HAREFIELD ROAD PUB,Brooklyn,769,METROPOLITAN AVENUE,11211,7183886870,40.714603424072266,-73.94361877441406,301,34,49700,3068759,3027600036,BK90,American
246485,41176118,VEZZO,Manhattan,178,LEXINGTON AVENUE,10016,2128398300,40.74440002441406,-73.98118591308594,105,02,7200,1018335,1008860071,MN20,Pizza
241763,41176172,GENNARO RESTAURANT,Manhattan,665,AMSTERDAM AVENUE,10025,2126655348,40.791725158691406,-73.9720458984375,107,06,17700,1032532,1012237501,MN12,Italian
159122,41176428,DUNKIN,Queens,1029,CLINTONVILLE STREET,11357,7183520300,40.792625427246094,-73.81281280517578,407,19,98700,4443353,4045270001,QN49,Donuts
244552,41176438,LAS CAMELIAS BAR & RESTAURANT,Bronx,1802,WESTCHESTER AVENUE,10472,7187941827,40.8319206237793,-73.86614990234375,209,18,7000,2024736,2037640033,BX55,Latin American
222312,41176514,FRESH TORTILLAS & TACOS,Staten Island,304,NEW DORP LANE,10306,7189791222,40.57185745239258,-74.11238861083984,502,50,13400,5057564,5042190064,SI45,Tex-Mex
225338,41176558,"DUNKIN','PIZZA HUT',' NATHANS",Bronx,2148,WHITE PLAINS ROAD,10462,7187923686,40.855018615722656,-73.86766815185547,211,13,22403,2049391,2043180001,BX49,Pizza
247162,41176692,EL SOL DE MEXICO DELI GROCERY,Queens,9509,SUTPHIN BOULEVARD,11435,7186580231,40.69822692871094,-73.80634307861328,412,28,20800,4214526,4100270036,QN61,Mexican
243420,41177009,SAM WON GAHK,Queens,219-01,NORTHERN BOULEVARD,11361,7183525600,40.761268615722656,-73.7627944946289,411,19,147100,4438280,4063220029,QN46,Asian/Asian Fusion
231190,41177037,QUEEN'S PIZZA,Queens,11614,QUEENS BOULEVARD,11375,7185445800,40.715965270996094,-73.83336639404297,406,29,76902,4079980,4033460001,QN17,Pizza
213745,41177118,KAYLAH'S HUT,Bronx,805,PROSPECT AVENUE,10455,7188422300,40.81906509399414,-73.9018783569336,201,17,7900,2004992,2026760049,BX34,Caribbean
171990,41177247,EAT-A-BAGEL - BOAT SPIRIT OF AMERICA,Manhattan,12,WHITEHALL FERRY TERMINAL,10004,7182738400,40.70096206665039,-74.01313781738281,101,01,900,1000000,1000020001,MN25,Bagels/Pretzels
245955,41177892,LAKE COMO PIZZA,Manhattan,2549,AMSTERDAM AVENUE,10033,2127400110,40.85151290893555,-73.92839813232422,112,10,26700,1063584,1021490093,MN35,Pizza
188933,41178124,CAFE 57,Manhattan,300,WEST   57 STREET,10019,2126492729,40.76643753051758,-73.98332214355469,104,03,13900,1025451,1010477502,MN15,American
218480,41178236,FAY DA BAKERY,Queens,4160,MAIN STREET,11355,7188864568,40.7564697265625,-73.82872772216797,407,20,84900,4467591,4051210020,QN22,Bakery Products/Desserts
245514,41178622,TASTEE PATTEE,Brooklyn,1371,FULTON STREET,11216,7182301505,40.68021774291992,-73.94634246826172,303,36,24900,3329702,3018500036,BK75,Caribbean
229954,41178691,"HARRY'S CAFE, HARRY'S STEAK",Manhattan,1,HANOVER SQUARE,10004,2127859200,40.70463943481445,-74.00960540771484,101,01,900,1000841,1000297502,MN25,American
244385,41178943,GOLDEN PALACE CHINESE RESTAURANT,Bronx,682,CASTLE HILL AVENUE,10473,7188243403,40.82073974609375,-73.84841918945312,209,18,9000,2021951,2035750032,BX09,Chinese
216860,41179165,BROOK AVENUE DELI & PIZZA,Bronx,348,BROOK AVENUE,10454,7186654068,40.810020446777344,-73.91777038574219,201,08,4100,2000090,2022680008,BX39,Pizza
242930,41179282,SUBWAY,Brooklyn,241,ROCKAWAY PARKWAY,11212,7183466550,40.66160202026367,-73.920654296875,317,41,89200,3394557,3046330045,BK81,Sandwiches
247417,41180080,WOLFGANG'S STEAKHOUSE,Manhattan,409,GREENWICH STREET,10013,2129250350,40.72120666503906,-74.00996398925781,101,01,3900,1002799,1002147504,MN24,Steakhouse
222493,41180122,LE SAJJ RESTAURANT,Brooklyn,8221,5 AVENUE,11209,7188337255,40.62409591674805,-74.02482604980469,310,43,14200,3152155,3060090003,BK31,Middle Eastern
247413,41180275,QUALITY CHEF,Bronx,1595,WILLIAMSBRIDGE ROAD,10461,7188281818,40.84680938720703,-73.84881591796875,211,13,25600,2044267,2040870023,BX37,Chinese
240296,41180283,STARBUCKS,Manhattan,655,LEXINGTON AVENUE,10022,2123085717,40.759517669677734,-73.97013854980469,106,04,10000,1036487,1013090050,MN19,Coffee/Tea
215716,41180292,STARBUCKS,Manhattan,455,MAIN STREET,10044,2123711290,40.759159088134766,-73.9520034790039,108,05,23801,1087189,1013737501,MN31,Coffee/Tea
162237,41180510,MIKE'S BAGELS,Manhattan,4003,BROADWAY,10032,2129282300,40.84117889404297,-73.93970489501953,112,10,25100,1063384,1021380108,MN36,Bagels/Pretzels
245557,41180600,KENNEDY FRIED CHICKEN,Queens,3561,JUNCTION BOULEVARD,11368,7187799337,40.752986907958984,-73.8716049194336,403,21,37500,4439100,4017370034,QN26,American
238488,41180860,BAY SUSHI,Brooklyn,29,BAY RIDGE AVENUE,11220,7188363083,40.638431549072266,-74.03470611572266,310,43,3400,3144973,3058590164,BK31,Japanese
226625,41181385,EL DESPERTAR MARLENE,Bronx,849,PROSPECT AVENUE,10459,7188930324,40.82016372680664,-73.90142059326172,201,17,7700,2005010,2026770025,BX34,Latin American
214752,41181395,DUNKIN',Brooklyn,934,KINGS HIGHWAY,11223,7186272450,40.607051849365234,-73.96273040771484,315,44,41800,3177632,3066660110,BK25,Jewish/Kosher
226114,41182162,ZOMBIE HUT,Brooklyn,273,SMITH STREET,11231,7188753433,40.6826057434082,-73.99324035644531,306,33,7500,3006872,3004220006,BK33,American
247186,41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,40.711082458496094,-73.85477447509766,406,29,72900,4430300,4032070026,QN17,Hamburgers
147060,41182363,SHAN DONG DUMPLING,Manhattan,106,MOSCO STREET,10013,2126931060,40.71446990966797,-73.99930572509766,103,01,2900,1001805,1001640001,MN27,Chinese
235026,41182565,DUNKIN,Staten Island,2341,RICHMOND AVENUE,10314,7183700082,40.59128189086914,-74.16498565673828,502,51,27706,5107370,5023800040,SI24,Donuts
239847,41182682,SARKU JAPAN,Staten Island,2655,RICHMOND AVENUE,10314,7186983023,40.582298278808594,-74.16905212402344,502,51,27702,5039658,5024000180,SI24,Japanese
230683,41182721,RUFFLES BAR,Queens,919,CROSSBAY BOULEVARD,11693,7183182300,40.60626220703125,-73.81956481933594,414,32,107201,4315081,4153140017,QN10,Bottled Beverages
220330,41182732,VEGA ALTA SPORTS BAR,Bronx,880,GERARD AVENUE,10452,7185909436,40.827877044677734,-73.9247055053711,204,08,19500,2002920,2024760061,BX63,Latin American
174567,41182747,SUSHI BELL,Queens,3628,BELL BOULEVARD,11361,7182294653,40.767765045166016,-73.77317810058594,411,19,112300,4136504,4061720019,QN46,Japanese
234841,41182904,CAFE CON PAN BAKERY,Brooklyn,5401,5 AVENUE,11220,7184390041,40.64276885986328,-74.01272583007812,307,38,10000,3014651,3008240011,BK34,Bakery Products/Desserts
242831,41183237,809 GRILL & BAR RESTAURANT,Manhattan,112,DYCKMAN STREET,10040,2123043800,40.86201095581055,-73.9250259399414,112,10,28500,1064174,1021740064,MN35,Latin American
229778,41183271,TASTE OF ARTICHOKE,Queens,0,LAGUARDIA AIRPORT,11369,7184245693,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,Pizza
229959,41183278,HOT BAR COLD BAR,Queens,0,LAGUARDIA AIRPORT,11369,3476965752,40.7744140625,-73.8772964477539,480,21,33100,4000000,4009260001,QN98,American
227079,41183397,DISTRIBUIDORA SAN MARCOS,Bronx,969,INTERVALE AVENUE,10459,7188429504,40.82231903076172,-73.89688873291016,202,17,12901,2005390,2026990060,BX33,Mexican
236753,41183605,TROPICAL 128,Manhattan,128,ELIZABETH STREET,10013,2129258219,40.719478607177734,-73.99540710449219,102,01,4100,1006944,1004700050,MN24,American
168340,41183771,HUGHES HUBBARD & REED LLP,Manhattan,1,BATTERY PARK PLAZA,10004,2128376065,40.70321273803711,-74.01441192626953,101,01,900,1000021,1000090029,MN25,American
242999,41184056,APPLEBEE'S,Staten Island,2720,VETERANS ROAD WEST,10309,7189431200,40.527618408203125,-74.22942352294922,503,51,22600,5148060,5074460100,SI11,American
239049,41184464,REGAL CINEMAS,Queens,8028,COOPER AVENUE,11385,7184161349,40.70975875854492,-73.86860656738281,405,30,63700,4530758,4038100350,QN19,American
204285,41184581,BOROUGH RESTAURANT,Brooklyn,338,FRANKLIN AVENUE,11238,7182304728,40.68754577636719,-73.95696258544922,303,35,23300,3056315,3019670041,BK75,American
241306,41184659,LA CASA DEL MOFONGO,Manhattan,14471451,SAINT NICHOLAS AVENUE,NULL,2127401200,0,0,NULL,NULL,NULL,NULL,1,NULL,Latin American
223548,41185133,DENO'S SWEET SHOPPE,Brooklyn,1025,BOARDWALK,11224,7183722592,40.57324981689453,-73.97899627685547,313,47,35200,3245155,3086960075,BK21,American
224158,41185214,TEPANGO RESTAURANT,Brooklyn,568,MYRTLE AVENUE,11205,7186368878,40.693904876708984,-73.96178436279297,302,35,19300,3343375,3019090023,BK69,Mexican
241943,41185333,SNACKY,Brooklyn,187,GRAND STREET,11211,7184864848,40.714271545410156,-73.96073150634766,301,34,55300,3062635,3023810006,BK73,Asian/Asian Fusion
247510,41185348,BLIND TIGER,Manhattan,281,BLEECKER STREET,10014,2124624682,40.731781005859375,-74.00331115722656,102,03,6700,1010152,1005900049,MN23,American
247122,41185792,MR. CHOW TRIBECCA,Manhattan,121,HUDSON STREET,10013,2129659500,40.72004699707031,-74.00857543945312,101,01,3900,1002127,1001887503,MN24,Chinese
212038,41185798,SUNDAES AND CONES,Manhattan,95,EAST   10 STREET,10003,2129799398,40.73086929321289,-73.98939514160156,103,02,4200,1008975,1005560028,MN22,Frozen Desserts
244609,41185899,POCHA 32,Manhattan,15,WEST   32 STREET,10001,2122791876,40.74744415283203,-73.98616790771484,105,04,7600,1083631,1008340049,MN17,Korean
238310,41185928,CALIFORNIA PIZZA KITCHEN,Queens,8000,COOPER AVENUE,11385,7188949400,40.709259033203125,-73.87005615234375,405,30,63700,4462612,4038100350,QN19,Pizza
